,default_cat,pdays_cat,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,job,marital,education,housing,loan,contact,month,day_of_week,poutcome,age,campaign,previous
7920,no,0,1.4,94.465,-41.8,4.865,5228.1,blue-collar,married,basic.4y,yes,no,telephone,jun,mon,nonexistent,48,1,0
10156,no,0,1.4,94.465,-41.8,4.958,5228.1,technician,divorced,professional.course,yes,no,telephone,jun,thu,nonexistent,35,2,0
30349,no,0,-1.8,93.075,-47.1,1.365,5099.1,student,single,basic.4y,yes,yes,cellular,apr,thu,nonexistent,18,2,0
22547,no,0,1.4,93.444,-36.1,4.964,5228.1,technician,married,professional.course,no,no,cellular,aug,fri,nonexistent,32,2,0
19701,unknown|yes,0,1.4,93.444,-36.1,4.968,5228.1,unemployed,married,professional.course,yes,no,cellular,aug,thu,nonexistent,58,3,0
16866,no,0,1.4,93.918,-42.7,4.962,5228.1,self-employed,single,high.school,no,no,cellular,jul,thu,nonexistent,39,2,0
1597,no,0,1.1,93.994,-36.4,4.855,5191.0,admin.,married,high.school,yes,no,telephone,may,fri,nonexistent,37,1,0
19165,no,0,1.4,93.444,-36.1,4.968,5228.1,admin.,married,university.degree,yes,no,cellular,aug,tue,nonexistent,35,3,0
31062,no,0,-1.8,92.893,-46.2,1.334,5099.1,admin.,married,university.degree,yes,no,cellular,may,wed,nonexistent,36,2,0
37071,no,0,-2.9,92.469,-33.6,1.029,5076.2,admin.,single,university.degree,yes,no,cellular,jul,wed,nonexistent,26,1,0
31111,unknown|yes,0,-1.8,92.893,-46.2,1.334,5099.1,services,married,professional.course,yes,no,cellular,may,wed,nonexistent,33,2,0
10986,no,0,1.4,94.465,-41.8,4.962,5228.1,blue-collar,married,high.school,no,no,telephone,jun,wed,nonexistent,34,6,0
33595,no,0,-1.8,92.893,-46.2,1.291,5099.1,blue-collar,married,basic.9y,yes,no,cellular,may,tue,nonexistent,34,4,0
10680,unknown|yes,0,1.4,94.465,-41.8,4.961,5228.1,unemployed,divorced,university.degree,yes,no,telephone,jun,tue,nonexistent,56,3,0
26430,no,0,-0.1,93.2,-42.0,4.076,5195.8,technician,married,professional.course,no,no,telephone,nov,thu,nonexistent,45,2,0
37981,no,0,-3.4,92.379,-29.8,0.797,5017.5,admin.,married,university.degree,yes,no,cellular,sep,mon,nonexistent,41,1,0
8474,no,0,1.4,94.465,-41.8,4.864,5228.1,admin.,married,university.degree,no,no,telephone,jun,tue,nonexistent,49,6,0
32901,unknown|yes,0,-1.8,92.893,-46.2,1.299,5099.1,services,single,high.school,yes,no,cellular,may,mon,nonexistent,41,1,0
30830,no,0,-1.8,92.893,-46.2,1.344,5099.1,technician,married,high.school,yes,no,cellular,may,tue,nonexistent,32,1,0
10380,unknown|yes,0,1.4,94.465,-41.8,4.96,5228.1,blue-collar,divorced,basic.4y,no,no,telephone,jun,mon,nonexistent,53,1,0
25231,no,0,-0.1,93.2,-42.0,4.153,5195.8,admin.,married,university.degree,no,yes,cellular,nov,tue,nonexistent,57,2,0
17696,no,0,1.4,93.918,-42.7,4.961,5228.1,technician,single,university.degree,no,no,cellular,jul,tue,nonexistent,47,2,0
11806,unknown|yes,0,1.4,94.465,-41.8,4.959,5228.1,blue-collar,married,university.degree,no,yes,telephone,jun,fri,nonexistent,29,5,0
35258,no,0,-1.8,92.893,-46.2,1.25,5099.1,technician,single,professional.course,yes,no,cellular,may,fri,nonexistent,32,5,0
30361,no,0,-1.8,93.075,-47.1,1.365,5099.1,technician,married,professional.course,no,no,cellular,apr,thu,nonexistent,49,2,0
9650,no,0,1.4,94.465,-41.8,4.961,5228.1,technician,married,high.school,no,no,telephone,jun,mon,nonexistent,36,1,0
22106,unknown|yes,0,1.4,93.444,-36.1,4.963,5228.1,admin.,married,professional.course,no,yes,telephone,aug,thu,nonexistent,44,9,0
16262,no,0,1.4,93.918,-42.7,4.961,5228.1,admin.,single,high.school,yes,no,telephone,jul,tue,nonexistent,30,21,0
18174,no,0,1.4,93.918,-42.7,4.963,5228.1,self-employed,single,university.degree,no,no,cellular,jul,wed,nonexistent,34,1,0
11902,no,0,1.4,94.465,-41.8,4.959,5228.1,blue-collar,married,professional.course,yes,yes,telephone,jun,fri,nonexistent,48,24,0
7821,unknown|yes,0,1.4,94.465,-41.8,4.865,5228.1,services,single,professional.course,yes,no,telephone,jun,mon,nonexistent,34,1,0
40968,no,7,-1.1,94.601,-49.5,0.993,4963.6,retired,married,basic.4y,no,no,cellular,oct,fri,success,65,2,3
36376,no,0,-2.9,92.963,-40.8,1.262,5076.2,services,single,high.school,no,yes,cellular,jun,tue,nonexistent,34,1,0
37320,no,0,-2.9,92.201,-31.4,0.883,5076.2,management,divorced,university.degree,yes,yes,cellular,aug,tue,nonexistent,49,1,0
22109,no,0,1.4,93.444,-36.1,4.963,5228.1,admin.,married,university.degree,yes,yes,cellular,aug,thu,nonexistent,43,1,0
15011,no,0,1.4,93.918,-42.7,4.958,5228.1,blue-collar,married,basic.4y,yes,no,cellular,jul,thu,nonexistent,25,1,0
32445,no,0,-1.8,92.893,-46.2,1.313,5099.1,technician,married,university.degree,yes,no,cellular,may,fri,failure,34,2,1
9416,no,0,1.4,94.465,-41.8,4.967,5228.1,blue-collar,single,basic.4y,no,yes,telephone,jun,fri,nonexistent,39,4,0
24431,no,0,-0.1,93.2,-42.0,4.191,5195.8,technician,married,professional.course,no,no,cellular,nov,mon,nonexistent,36,2,0
33575,unknown|yes,0,-1.8,92.893,-46.2,1.291,5099.1,admin.,divorced,university.degree,yes,no,cellular,may,tue,nonexistent,59,2,0
883,unknown|yes,0,1.1,93.994,-36.4,4.856,5191.0,retired,married,basic.4y,yes,no,telephone,may,wed,nonexistent,47,1,0
38884,no,0,-3.4,92.649,-30.1,0.714,5017.5,retired,married,high.school,no,no,cellular,nov,mon,failure,68,2,1
16930,no,0,1.4,93.918,-42.7,4.962,5228.1,blue-collar,single,basic.9y,no,no,telephone,jul,thu,nonexistent,43,4,0
25150,no,0,-0.1,93.2,-42.0,4.153,5195.8,technician,divorced,professional.course,yes,yes,cellular,nov,tue,nonexistent,45,1,0
8799,no,0,1.4,94.465,-41.8,4.866,5228.1,housemaid,married,university.degree,yes,no,telephone,jun,thu,nonexistent,50,1,0
24033,no,0,-0.1,93.798,-40.4,4.918,5195.8,blue-collar,married,basic.9y,yes,no,telephone,oct,fri,nonexistent,39,1,0
25000,no,0,-0.1,93.2,-42.0,4.153,5195.8,admin.,single,university.degree,yes,no,cellular,nov,tue,nonexistent,30,1,0
11742,no,0,1.4,94.465,-41.8,4.959,5228.1,technician,single,professional.course,no,yes,telephone,jun,fri,nonexistent,33,3,0
38578,no,0,-3.4,92.431,-26.9,0.722,5017.5,technician,married,basic.4y,yes,no,cellular,oct,thu,failure,60,6,2
38094,no,0,-3.4,92.379,-29.8,0.768,5017.5,technician,married,university.degree,no,no,telephone,sep,wed,nonexistent,32,3,0
4920,no,0,1.1,93.994,-36.4,4.858,5191.0,services,married,high.school,no,no,telephone,may,wed,nonexistent,52,3,0
15622,no,0,1.4,93.918,-42.7,4.96,5228.1,blue-collar,married,basic.9y,yes,no,cellular,jul,mon,nonexistent,25,16,0
28054,no,0,-1.8,93.075,-47.1,1.483,5099.1,blue-collar,single,high.school,yes,no,cellular,apr,thu,nonexistent,28,2,0
25824,no,0,-0.1,93.2,-42.0,4.12,5195.8,management,married,university.degree,no,no,cellular,nov,wed,nonexistent,34,2,0
19056,no,0,1.4,93.444,-36.1,4.968,5228.1,technician,married,professional.course,yes,no,cellular,aug,tue,nonexistent,40,1,0
37368,no,0,-2.9,92.201,-31.4,0.883,5076.2,admin.,divorced,university.degree,no,no,cellular,aug,tue,nonexistent,34,2,0
8934,no,0,1.4,94.465,-41.8,4.866,5228.1,services,married,high.school,yes,no,telephone,jun,thu,nonexistent,37,1,0
40290,no,0,-1.7,94.215,-40.3,0.899,4991.6,admin.,single,high.school,no,no,telephone,jul,thu,nonexistent,23,1,0
18365,no,0,1.4,93.918,-42.7,4.968,5228.1,blue-collar,divorced,basic.9y,yes,no,cellular,jul,thu,nonexistent,37,2,0
10796,no,0,1.4,94.465,-41.8,4.962,5228.1,blue-collar,divorced,basic.6y,yes,no,telephone,jun,wed,nonexistent,38,6,0
2064,no,0,1.1,93.994,-36.4,4.857,5191.0,admin.,married,university.degree,no,no,telephone,may,mon,nonexistent,39,6,0
16209,unknown|yes,0,1.4,93.918,-42.7,4.961,5228.1,admin.,single,university.degree,no,no,cellular,jul,tue,nonexistent,27,1,0
14272,no,0,1.4,93.918,-42.7,4.962,5228.1,housemaid,married,high.school,yes,no,cellular,jul,mon,nonexistent,31,2,0
10337,no,0,1.4,94.465,-41.8,4.96,5228.1,admin.,married,university.degree,no,no,telephone,jun,mon,nonexistent,53,19,0
15139,no,0,1.4,93.918,-42.7,4.958,5228.1,student,single,university.degree,yes,no,cellular,jul,thu,nonexistent,27,1,0
20848,no,0,1.4,93.444,-36.1,4.964,5228.1,technician,single,university.degree,yes,no,cellular,aug,thu,nonexistent,34,1,0
31753,no,0,-1.8,92.893,-46.2,1.327,5099.1,management,married,university.degree,no,yes,cellular,may,thu,failure,31,2,2
2161,unknown|yes,0,1.1,93.994,-36.4,4.857,5191.0,blue-collar,married,basic.9y,yes,no,telephone,may,mon,nonexistent,44,4,0
29014,unknown|yes,0,-1.8,93.075,-47.1,1.405,5099.1,blue-collar,married,basic.4y,no,no,cellular,apr,fri,failure,42,1,1
24211,no,0,-0.1,93.2,-42.0,4.191,5195.8,blue-collar,married,basic.9y,no,no,cellular,nov,mon,nonexistent,55,1,0
990,unknown|yes,0,1.1,93.994,-36.4,4.856,5191.0,services,married,high.school,yes,no,telephone,may,wed,nonexistent,45,2,0
2655,no,0,1.1,93.994,-36.4,4.859,5191.0,blue-collar,married,university.degree,no,no,telephone,may,wed,nonexistent,35,2,0
22837,unknown|yes,0,1.4,93.444,-36.1,4.965,5228.1,technician,divorced,professional.course,no,yes,cellular,aug,mon,nonexistent,43,2,0
40419,no,6,-1.7,94.027,-38.3,0.905,4991.6,admin.,divorced,high.school,yes,no,cellular,aug,fri,success,41,1,2
21825,no,0,1.4,93.444,-36.1,4.964,5228.1,admin.,single,high.school,no,no,cellular,aug,wed,nonexistent,42,1,0
39313,no,0,-1.8,93.369,-34.8,0.643,5008.7,admin.,married,high.school,yes,no,cellular,mar,thu,nonexistent,43,1,0
38670,no,0,-3.4,92.649,-30.1,0.719,5017.5,technician,married,professional.course,no,no,cellular,nov,wed,nonexistent,51,1,0
27905,no,0,-1.8,92.843,-50.0,1.538,5099.1,management,married,university.degree,yes,yes,cellular,mar,thu,nonexistent,36,1,0
28499,no,0,-1.8,93.075,-47.1,1.423,5099.1,admin.,married,university.degree,yes,no,cellular,apr,tue,nonexistent,30,1,0
21997,no,0,1.4,93.444,-36.1,4.964,5228.1,technician,married,professional.course,no,no,cellular,aug,wed,nonexistent,36,1,0
13702,no,0,1.4,93.918,-42.7,4.963,5228.1,technician,single,professional.course,no,no,telephone,jul,thu,nonexistent,23,1,0
1137,no,0,1.1,93.994,-36.4,4.856,5191.0,blue-collar,married,basic.6y,no,no,telephone,may,wed,nonexistent,35,5,0
12976,no,0,1.4,93.918,-42.7,4.962,5228.1,blue-collar,married,basic.9y,no,no,cellular,jul,tue,nonexistent,42,3,0
11597,unknown|yes,0,1.4,94.465,-41.8,4.959,5228.1,technician,divorced,professional.course,yes,no,telephone,jun,fri,nonexistent,46,3,0
510,no,0,1.1,93.994,-36.4,4.857,5191.0,blue-collar,married,basic.4y,no,no,telephone,may,tue,nonexistent,48,1,0
10130,unknown|yes,0,1.4,94.465,-41.8,4.958,5228.1,admin.,single,university.degree,no,no,telephone,jun,thu,nonexistent,44,2,0
35179,no,0,-1.8,92.893,-46.2,1.25,5099.1,blue-collar,married,basic.4y,no,yes,cellular,may,fri,nonexistent,54,2,0
24739,no,0,-0.1,93.2,-42.0,4.153,5195.8,admin.,married,high.school,no,no,cellular,nov,tue,nonexistent,34,1,0
31921,unknown|yes,0,-1.8,92.893,-46.2,1.327,5099.1,blue-collar,married,basic.9y,yes,no,cellular,may,thu,nonexistent,33,3,0
9244,no,0,1.4,94.465,-41.8,4.967,5228.1,self-employed,single,university.degree,no,no,telephone,jun,fri,nonexistent,27,2,0
39816,no,0,-1.7,94.055,-39.8,0.711,4991.6,admin.,divorced,high.school,yes,no,telephone,jun,mon,nonexistent,47,1,0
839,no,0,1.1,93.994,-36.4,4.856,5191.0,admin.,single,university.degree,yes,no,telephone,may,wed,nonexistent,31,2,0
14935,no,0,1.4,93.918,-42.7,4.957,5228.1,admin.,single,university.degree,no,no,cellular,jul,wed,nonexistent,29,6,0
36545,no,0,-2.9,92.963,-40.8,1.26,5076.2,admin.,single,basic.9y,yes,no,cellular,jun,wed,nonexistent,50,1,0
38145,no,0,-3.4,92.379,-29.8,0.75,5017.5,housemaid,divorced,basic.4y,yes,no,cellular,sep,tue,nonexistent,70,1,0
3958,unknown|yes,0,1.1,93.994,-36.4,4.858,5191.0,retired,married,basic.4y,yes,no,telephone,may,mon,nonexistent,57,1,0
29750,no,0,-1.8,93.075,-47.1,1.405,5099.1,management,married,university.degree,no,no,cellular,apr,mon,nonexistent,37,1,0
4840,no,0,1.1,93.994,-36.4,4.858,5191.0,blue-collar,divorced,basic.9y,yes,no,telephone,may,wed,nonexistent,42,1,0
4890,unknown|yes,0,1.1,93.994,-36.4,4.858,5191.0,entrepreneur,married,basic.4y,yes,no,telephone,may,wed,nonexistent,51,3,0
6906,unknown|yes,0,1.1,93.994,-36.4,4.86,5191.0,admin.,single,basic.9y,no,no,telephone,may,thu,nonexistent,42,7,0
17150,unknown|yes,0,1.4,93.918,-42.7,4.962,5228.1,blue-collar,married,basic.4y,no,yes,cellular,jul,fri,nonexistent,57,1,0
21453,unknown|yes,0,1.4,93.444,-36.1,4.963,5228.1,retired,married,university.degree,no,yes,cellular,aug,tue,nonexistent,58,2,0
18017,unknown|yes,0,1.4,93.918,-42.7,4.963,5228.1,services,divorced,basic.4y,no,no,cellular,jul,wed,nonexistent,47,6,0
21231,no,0,1.4,93.444,-36.1,4.963,5228.1,admin.,single,university.degree,yes,yes,cellular,aug,mon,nonexistent,35,1,0
14256,no,0,1.4,93.918,-42.7,4.962,5228.1,management,married,basic.4y,yes,no,cellular,jul,mon,nonexistent,47,3,0
35053,no,0,-1.8,92.893,-46.2,1.25,5099.1,blue-collar,married,basic.9y,yes,no,cellular,may,fri,nonexistent,48,1,0
30044,no,0,-1.8,93.075,-47.1,1.405,5099.1,student,single,university.degree,yes,no,cellular,apr,wed,nonexistent,30,4,0
23467,unknown|yes,0,1.4,93.444,-36.1,4.964,5228.1,technician,married,professional.course,yes,no,cellular,aug,wed,nonexistent,39,2,0
1142,no,0,1.1,93.994,-36.4,4.856,5191.0,entrepreneur,married,basic.9y,no,no,telephone,may,wed,nonexistent,38,3,0
28047,no,0,-1.8,93.075,-47.1,1.483,5099.1,blue-collar,single,basic.9y,yes,no,cellular,apr,thu,nonexistent,39,2,0
6190,no,0,1.1,93.994,-36.4,4.857,5191.0,housemaid,married,basic.4y,no,no,telephone,may,tue,nonexistent,52,1,0
12204,no,0,1.4,93.918,-42.7,4.956,5228.1,technician,single,professional.course,no,no,telephone,jul,wed,nonexistent,43,2,0
7433,no,0,1.1,93.994,-36.4,4.864,5191.0,management,single,university.degree,no,no,telephone,may,fri,nonexistent,35,1,0
11921,unknown|yes,0,1.4,94.465,-41.8,4.959,5228.1,admin.,married,university.degree,yes,no,telephone,jun,fri,nonexistent,38,2,0
33090,no,0,-1.8,92.893,-46.2,1.291,5099.1,services,married,high.school,yes,no,telephone,may,tue,nonexistent,39,12,0
9229,unknown|yes,0,1.4,94.465,-41.8,4.967,5228.1,services,married,high.school,no,no,telephone,jun,fri,nonexistent,33,3,0
21852,no,0,1.4,93.444,-36.1,4.964,5228.1,entrepreneur,married,high.school,yes,no,cellular,aug,wed,nonexistent,44,1,0
24247,no,0,-0.1,93.2,-42.0,4.191,5195.8,retired,married,professional.course,yes,yes,cellular,nov,mon,nonexistent,55,1,0
5157,unknown|yes,0,1.1,93.994,-36.4,4.857,5191.0,housemaid,married,high.school,no,no,telephone,may,fri,nonexistent,44,2,0
18189,unknown|yes,0,1.4,93.918,-42.7,4.963,5228.1,admin.,single,high.school,yes,no,cellular,jul,wed,nonexistent,42,3,0
21147,no,0,1.4,93.444,-36.1,4.963,5228.1,blue-collar,married,university.degree,no,no,cellular,aug,mon,nonexistent,48,3,0
11296,unknown|yes,0,1.4,94.465,-41.8,4.961,5228.1,technician,married,university.degree,no,no,telephone,jun,thu,nonexistent,52,2,0
14459,unknown|yes,0,1.4,93.918,-42.7,4.961,5228.1,self-employed,divorced,basic.6y,yes,no,cellular,jul,tue,nonexistent,42,3,0
4350,no,0,1.1,93.994,-36.4,4.856,5191.0,services,married,basic.9y,yes,no,telephone,may,tue,nonexistent,45,6,0
31052,unknown|yes,0,-1.8,92.893,-46.2,1.334,5099.1,blue-collar,single,professional.course,yes,no,cellular,may,wed,nonexistent,36,1,0
7850,no,0,1.4,94.465,-41.8,4.865,5228.1,services,married,high.school,no,no,telephone,jun,mon,nonexistent,30,2,0
530,no,0,1.1,93.994,-36.4,4.857,5191.0,admin.,married,high.school,no,no,telephone,may,tue,nonexistent,36,2,0
9733,no,0,1.4,94.465,-41.8,4.961,5228.1,technician,married,basic.9y,yes,no,telephone,jun,mon,nonexistent,42,8,0
31878,no,0,-1.8,92.893,-46.2,1.327,5099.1,entrepreneur,married,high.school,no,no,telephone,may,thu,nonexistent,29,1,0
9828,no,0,1.4,94.465,-41.8,4.959,5228.1,admin.,single,university.degree,no,no,telephone,jun,wed,nonexistent,29,1,0
1920,no,0,1.1,93.994,-36.4,4.855,5191.0,services,married,basic.9y,yes,no,telephone,may,fri,nonexistent,27,2,0
10946,no,0,1.4,94.465,-41.8,4.962,5228.1,blue-collar,married,basic.6y,yes,yes,telephone,jun,wed,nonexistent,32,1,0
12826,no,0,1.4,93.918,-42.7,4.962,5228.1,admin.,married,high.school,yes,no,cellular,jul,tue,nonexistent,35,2,0
36460,no,3,-2.9,92.963,-40.8,1.262,5076.2,retired,married,basic.4y,no,no,cellular,jun,tue,failure,55,2,4
11620,no,0,1.4,94.465,-41.8,4.959,5228.1,technician,single,university.degree,no,no,telephone,jun,fri,nonexistent,36,6,0
22163,no,0,1.4,93.444,-36.1,4.963,5228.1,technician,single,professional.course,no,no,cellular,aug,thu,nonexistent,37,1,0
24186,no,0,-0.1,93.2,-42.0,4.191,5195.8,self-employed,married,university.degree,no,no,cellular,nov,mon,nonexistent,50,2,0
10033,unknown|yes,0,1.4,94.465,-41.8,4.958,5228.1,entrepreneur,married,university.degree,yes,no,telephone,jun,thu,nonexistent,42,3,0
16631,no,0,1.4,93.918,-42.7,4.963,5228.1,blue-collar,married,basic.9y,yes,no,cellular,jul,wed,nonexistent,37,12,0
1950,no,0,1.1,93.994,-36.4,4.855,5191.0,services,single,high.school,no,no,telephone,may,fri,nonexistent,27,4,0
40194,no,0,-1.7,94.215,-40.3,0.87,4991.6,retired,married,basic.4y,no,no,cellular,jul,mon,nonexistent,78,1,0
16759,no,0,1.4,93.918,-42.7,4.962,5228.1,services,divorced,high.school,no,yes,cellular,jul,thu,nonexistent,39,1,0
38813,no,3,-3.4,92.649,-30.1,0.714,5017.5,retired,married,university.degree,no,no,cellular,nov,fri,success,65,1,3
5056,no,0,1.1,93.994,-36.4,4.857,5191.0,admin.,divorced,university.degree,yes,no,telephone,may,fri,nonexistent,58,2,0
11367,no,0,1.4,94.465,-41.8,4.959,5228.1,blue-collar,married,basic.4y,yes,no,telephone,jun,fri,nonexistent,41,2,0
10605,no,0,1.4,94.465,-41.8,4.961,5228.1,technician,married,university.degree,no,no,telephone,jun,tue,nonexistent,41,2,0
2366,no,0,1.1,93.994,-36.4,4.856,5191.0,admin.,divorced,university.degree,no,yes,telephone,may,tue,nonexistent,35,3,0
11430,no,0,1.4,94.465,-41.8,4.959,5228.1,blue-collar,married,basic.9y,no,yes,telephone,jun,fri,nonexistent,45,1,0
12316,no,0,1.4,93.918,-42.7,4.959,5228.1,entrepreneur,married,university.degree,no,no,telephone,jul,fri,nonexistent,36,2,0
21182,unknown|yes,0,1.4,93.444,-36.1,4.963,5228.1,self-employed,married,high.school,no,no,cellular,aug,mon,nonexistent,36,5,0
10572,no,0,1.4,94.465,-41.8,4.961,5228.1,admin.,single,high.school,no,no,telephone,jun,tue,nonexistent,34,1,0
11699,no,0,1.4,94.465,-41.8,4.959,5228.1,blue-collar,single,basic.4y,no,no,telephone,jun,fri,nonexistent,31,3,0
15234,unknown|yes,0,1.4,93.918,-42.7,4.958,5228.1,blue-collar,married,basic.6y,yes,no,cellular,jul,thu,nonexistent,25,3,0
40163,no,6,-1.7,94.215,-40.3,0.846,4991.6,retired,divorced,basic.4y,no,no,cellular,jul,thu,success,70,2,2
21991,no,0,1.4,93.444,-36.1,4.964,5228.1,admin.,married,university.degree,yes,no,cellular,aug,wed,nonexistent,29,1,0
17627,no,0,1.4,93.918,-42.7,4.962,5228.1,technician,married,professional.course,no,no,cellular,jul,mon,nonexistent,36,4,0
22732,no,0,1.4,93.444,-36.1,4.965,5228.1,admin.,married,university.degree,yes,no,cellular,aug,mon,nonexistent,50,3,0
27460,unknown|yes,0,-0.1,93.2,-42.0,4.021,5195.8,technician,married,university.degree,yes,no,cellular,nov,fri,nonexistent,47,1,0
35431,no,0,-1.8,92.893,-46.2,1.244,5099.1,admin.,single,university.degree,no,no,cellular,may,mon,nonexistent,25,5,0
23761,no,0,1.4,93.444,-36.1,4.962,5228.1,technician,married,university.degree,no,no,cellular,aug,thu,nonexistent,32,11,0
847,no,0,1.1,93.994,-36.4,4.856,5191.0,admin.,single,high.school,yes,no,telephone,may,wed,nonexistent,34,1,0
2378,unknown|yes,0,1.1,93.994,-36.4,4.856,5191.0,services,married,university.degree,no,no,telephone,may,tue,nonexistent,39,1,0
15144,no,0,1.4,93.918,-42.7,4.958,5228.1,admin.,single,university.degree,no,no,cellular,jul,thu,nonexistent,32,1,0
25661,no,0,-0.1,93.2,-42.0,4.12,5195.8,management,divorced,high.school,yes,no,cellular,nov,wed,failure,58,1,1
24285,no,0,-0.1,93.2,-42.0,4.191,5195.8,unemployed,married,university.degree,no,no,cellular,nov,mon,failure,46,2,1
40869,no,0,-1.1,94.601,-49.5,0.959,4963.6,blue-collar,single,basic.6y,no,no,cellular,oct,wed,nonexistent,26,1,0
14554,no,0,1.4,93.918,-42.7,4.961,5228.1,housemaid,married,basic.9y,no,no,cellular,jul,tue,nonexistent,33,4,0
1904,no,0,1.1,93.994,-36.4,4.855,5191.0,blue-collar,married,basic.9y,yes,yes,telephone,may,fri,nonexistent,46,3,0
22604,no,0,1.4,93.444,-36.1,4.964,5228.1,admin.,divorced,high.school,yes,no,cellular,aug,fri,nonexistent,34,15,0
32876,unknown|yes,0,-1.8,92.893,-46.2,1.299,5099.1,blue-collar,divorced,basic.4y,no,no,telephone,may,mon,nonexistent,38,3,0
23070,unknown|yes,0,1.4,93.444,-36.1,4.965,5228.1,admin.,married,university.degree,yes,no,cellular,aug,tue,nonexistent,46,3,0
16351,no,0,1.4,93.918,-42.7,4.963,5228.1,management,married,university.degree,no,no,cellular,jul,wed,nonexistent,30,2,0
17834,no,0,1.4,93.918,-42.7,4.961,5228.1,blue-collar,divorced,basic.4y,no,yes,cellular,jul,tue,nonexistent,55,3,0
30103,no,0,-1.8,93.075,-47.1,1.392,5099.1,retired,married,basic.4y,no,no,cellular,apr,mon,nonexistent,85,1,0
33823,no,12,-1.8,92.893,-46.2,1.281,5099.1,entrepreneur,married,university.degree,yes,no,cellular,may,wed,success,41,1,1
17571,no,0,1.4,93.918,-42.7,4.962,5228.1,admin.,married,high.school,no,yes,cellular,jul,mon,nonexistent,43,3,0
12296,no,0,1.4,93.918,-42.7,4.959,5228.1,services,single,high.school,yes,no,telephone,jul,fri,nonexistent,27,1,0
30087,no,0,-1.8,93.075,-47.1,1.392,5099.1,services,single,high.school,yes,no,cellular,apr,mon,nonexistent,33,3,0
27510,no,0,-0.1,93.2,-42.0,4.021,5195.8,admin.,divorced,basic.9y,yes,no,cellular,nov,fri,nonexistent,51,2,0
3061,unknown|yes,0,1.1,93.994,-36.4,4.859,5191.0,admin.,married,high.school,yes,no,telephone,may,wed,nonexistent,37,3,0
20249,no,0,1.4,93.444,-36.1,4.965,5228.1,admin.,married,university.degree,yes,yes,cellular,aug,mon,nonexistent,36,3,0
7980,no,0,1.4,94.465,-41.8,4.865,5228.1,blue-collar,married,basic.9y,no,no,telephone,jun,mon,nonexistent,39,2,0
32288,unknown|yes,0,-1.8,92.893,-46.2,1.313,5099.1,blue-collar,married,basic.6y,yes,no,cellular,may,fri,nonexistent,40,1,0
16675,no,0,1.4,93.918,-42.7,4.963,5228.1,retired,married,professional.course,yes,no,cellular,jul,wed,nonexistent,56,2,0
15534,no,0,1.4,93.918,-42.7,4.957,5228.1,blue-collar,married,basic.9y,no,yes,cellular,jul,fri,nonexistent,36,3,0
25685,no,0,-0.1,93.2,-42.0,4.12,5195.8,management,single,university.degree,yes,no,cellular,nov,wed,failure,37,1,1
38963,no,0,-3.0,92.713,-33.0,0.721,5023.5,blue-collar,married,basic.9y,yes,no,cellular,dec,wed,nonexistent,42,2,0
40559,no,5,-1.1,94.199,-37.5,0.886,4963.6,student,single,university.degree,yes,no,cellular,sep,wed,success,24,1,1
582,unknown|yes,0,1.1,93.994,-36.4,4.857,5191.0,admin.,married,university.degree,no,no,telephone,may,tue,nonexistent,45,1,0
21078,no,0,1.4,93.444,-36.1,4.964,5228.1,management,married,university.degree,yes,no,cellular,aug,thu,nonexistent,51,1,0
19659,no,0,1.4,93.444,-36.1,4.968,5228.1,admin.,single,university.degree,yes,no,cellular,aug,thu,nonexistent,48,1,0
31807,no,0,-1.8,92.893,-46.2,1.327,5099.1,services,married,high.school,no,no,cellular,may,thu,nonexistent,32,2,0
36086,no,0,-1.8,92.893,-46.2,1.266,5099.1,admin.,married,university.degree,no,no,cellular,may,tue,nonexistent,31,1,0
7036,no,0,1.1,93.994,-36.4,4.86,5191.0,blue-collar,married,basic.4y,yes,no,telephone,may,thu,nonexistent,43,2,0
35587,no,0,-1.8,92.893,-46.2,1.244,5099.1,admin.,divorced,basic.4y,yes,no,cellular,may,mon,nonexistent,50,11,0
20269,no,0,1.4,93.444,-36.1,4.965,5228.1,admin.,married,high.school,no,yes,cellular,aug,mon,nonexistent,48,6,0
38146,no,0,-3.4,92.379,-29.8,0.75,5017.5,management,divorced,university.degree,no,no,cellular,sep,tue,failure,56,1,1
2181,unknown|yes,0,1.1,93.994,-36.4,4.857,5191.0,services,married,professional.course,no,no,telephone,may,mon,nonexistent,30,3,0
26645,no,0,-0.1,93.2,-42.0,4.076,5195.8,admin.,married,university.degree,yes,no,cellular,nov,thu,nonexistent,30,2,0
35244,no,0,-1.8,92.893,-46.2,1.25,5099.1,management,single,university.degree,no,no,cellular,may,fri,nonexistent,35,2,0
34804,no,0,-1.8,92.893,-46.2,1.266,5099.1,admin.,single,high.school,no,no,cellular,may,thu,nonexistent,23,3,0
10328,unknown|yes,0,1.4,94.465,-41.8,4.96,5228.1,technician,married,university.degree,yes,no,telephone,jun,mon,nonexistent,42,1,0
7624,no,0,1.1,93.994,-36.4,4.864,5191.0,technician,married,basic.9y,no,no,telephone,may,fri,nonexistent,47,5,0
21108,no,0,1.4,93.444,-36.1,4.963,5228.1,entrepreneur,married,university.degree,yes,no,cellular,aug,mon,nonexistent,33,7,0
